Prospect ID,Company,Lead Number,Mobile Number,Lead Source,Lead Origin,Country,Job Title,Lead Stage,Engagement Score,Website,TotalVisits,Page Views Per Visit,Average Time Per Visit,Industry,Source Campaign,Last Activity,Lead Type,Lead Score
7100,142,660432,28,7,1,12,1,7,70,20,4.0,2.0,100.5,0.0,19,5,2,38.075
4001,142,660424,28,3,1,12,1,7,60,20,6.0,6.0,173.2,0.0,12,5,2,46.980000000000004
4766,142,660423,28,1,1,12,1,8,0,20,5.0,5.0,266.6,0.0,19,5,0,42.54
6470,142,660410,28,3,0,12,1,7,30,20,3.0,3.0,179.5,0.0,12,13,2,37.87500000000001
7913,142,660402,28,1,1,12,1,7,120,20,7.0,3.5,147.33,0.0,19,5,2,60.92450000000001
7591,142,660374,28,3,0,12,1,6,0,20,3.0,1.5,261.0,0.0,13,5,2,40.775000000000006
7210,142,660361,28,11,0,12,1,6,0,20,4.0,2.0,52.0,0.0,19,10,2,9.7
3341,142,660339,28,7,0,12,1,4,0,20,3.0,1.5,251.0,0.0,19,5,2,39.075
6784,142,660333,28,7,1,12,1,7,30,20,4.0,2.0,35.5,0.0,19,10,2,16.325
1796,142,660321,28,11,0,12,1,7,40,20,3.0,3.0,326.67,0.0,19,5,2,62.950500000000005
6113,142,660312,28,3,1,12,1,8,0,20,4.0,4.0,301.5,0.0,12,13,2,47.625
8330,142,660267,28,3,1,12,1,7,50,20,5.0,5.0,168.25,0.0,2,5,2,42.8875
8299,142,660255,28,3,0,12,1,8,0,20,2.0,2.0,310.5,0.0,13,3,2,48.275
7760,142,660236,28,3,1,12,1,7,20,20,4.0,4.0,54.67,0.0,10,5,2,16.5005
7933,142,660235,28,1,0,12,1,8,0,20,3.0,3.0,191.0,0.0,19,5,2,30.7
2304,142,660222,28,7,1,12,1,8,0,20,7.0,7.0,66.83,0.0,19,14,2,13.474499999999999
7618,142,660215,28,3,0,12,1,8,0,20,5.0,5.0,153.6,0.0,12,5,2,25.79
6205,142,660203,28,3,1,12,1,8,0,20,5.0,5.0,125.2,0.0,13,5,2,21.53
4870,142,660194,28,1,1,12,1,3,0,20,6.0,3.0,253.5,0.0,19,5,2,40.175
9137,142,660180,28,3,1,12,1,8,0,20,4.0,2.0,223.33,0.0,2,5,2,35.5995
899,142,660174,28,1,1,12,1,2,0,20,2.0,2.0,2.0,0.0,19,5,2,1.4
2314,142,660153,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,9,2,0.4
4920,142,660149,28,3,0,12,1,5,0,20,6.0,6.0,78.4,0.0,12,10,2,14.559999999999999
1848,142,660128,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,9,2,0.4
1706,142,660087,28,6,0,37,1,7,10,20,0.0,0.0,0.0,0.0,19,5,2,3.9000000000000004
1141,142,660070,28,3,1,12,1,2,0,20,5.0,5.0,116.25,0.0,2,5,2,19.5875
4889,142,660069,28,7,1,12,1,8,0,20,6.0,2.0,64.0,0.0,19,13,2,12.1
4802,142,660050,28,3,0,12,1,2,0,20,6.0,1.5,456.0,0.0,13,9,2,70.225
6687,142,660048,28,7,0,12,1,8,0,20,7.0,2.33,296.25,0.0,19,5,2,47.187
833,177,660030,28,7,0,12,1,8,0,20,2.0,2.0,187.5,0.0,19,5,2,29.825
3311,142,659998,28,11,1,12,1,7,110,20,13.0,13.0,103.75,0.0,19,7,2,54.01250000000001
856,142,659963,28,11,0,12,1,7,80,20,8.0,8.0,114.71,0.0,19,10,2,44.90650000000001
7865,142,659942,28,7,1,12,1,6,0,20,17.0,8.5,219.13,0.0,19,5,2,38.344500000000004
7608,142,659937,28,11,1,12,1,5,0,20,11.0,5.5,52.33,0.0,19,5,2,11.574499999999999
6670,142,659931,28,3,0,12,1,6,0,20,4.0,4.0,164.33,0.0,13,7,2,26.8495
6166,142,659925,28,6,0,37,1,8,0,20,0.0,0.0,0.0,0.0,19,5,2,1.0
136,142,659918,28,7,0,12,1,7,70,20,7.0,3.5,245.8,0.0,19,10,2,60.695
7964,142,659896,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,3,2,0.4
2310,142,659889,28,1,1,12,1,7,40,20,4.0,4.0,199.33,0.0,19,5,2,44.19950000000001
6029,142,659875,28,3,1,12,1,7,0,20,1.0,1.0,0.0,0.0,5,1,2,1.25
8619,142,659853,28,3,0,12,1,7,30,20,3.0,1.5,167.0,0.0,12,8,2,35.775000000000006
1938,142,659849,28,6,0,37,1,7,20,20,0.0,0.0,0.0,0.0,19,5,2,6.9
8,142,659833,28,6,0,37,1,6,0,20,0.0,0.0,0.0,0.0,19,15,2,0.8
5573,142,659830,28,6,0,37,1,8,0,20,0.0,0.0,0.0,0.0,19,9,2,1.0
3762,142,659819,28,1,1,12,1,2,0,20,1.0,1.0,0.0,0.0,19,1,2,0.75
6222,142,659820,28,1,1,12,1,8,0,20,4.0,4.0,186.33,0.0,19,5,2,30.3495
9173,142,659806,28,11,1,12,1,8,0,20,3.0,3.0,70.0,0.0,19,2,2,12.55
8985,142,659784,28,7,0,12,1,8,0,20,6.0,6.0,259.8,0.0,19,10,2,42.07
1658,142,659782,28,1,1,12,1,8,0,20,5.0,1.67,288.0,0.0,19,10,2,45.4505
389,142,659779,28,1,1,12,1,0,0,20,2.0,2.0,8.0,0.0,19,5,2,2.1
6055,142,659727,28,3,1,12,1,7,100,20,6.0,3.0,227.75,0.0,13,5,2,66.7125
5030,148,659722,28,14,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,17,2,0.9000000000000001
1162,142,659720,28,11,0,12,1,3,0,20,4.0,4.0,158.67,0.0,19,5,2,25.700499999999995
2134,142,659710,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,17,2,0.9000000000000001
7700,142,659708,28,3,0,12,1,8,0,20,2.0,2.0,140.0,0.0,2,5,2,22.7
1447,138,659705,28,14,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,17,2,0.9000000000000001
6137,142,659704,28,6,0,37,1,7,70,20,0.0,0.0,0.0,0.0,19,3,2,21.9
351,142,659700,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,9,2,0.4
8566,142,659696,28,3,1,12,1,7,20,20,3.0,3.0,62.5,0.0,2,10,2,17.325
393,142,659685,28,11,0,12,1,8,0,20,3.0,3.0,185.0,0.0,19,5,2,29.8
3014,142,659676,28,11,0,12,1,8,0,20,4.0,4.0,104.33,0.0,19,5,2,18.0495
575,142,659644,28,1,1,16,1,8,0,20,6.0,3.0,89.5,0.0,19,5,2,16.075
3830,142,659631,28,10,2,37,1,0,0,20,0.0,0.0,0.0,0.0,19,17,2,0.2
7953,142,659630,28,7,1,12,1,6,0,20,2.0,2.0,219.0,0.0,19,1,2,34.35000000000001
2325,142,659614,28,7,0,12,1,6,0,20,3.0,3.0,168.0,0.0,19,10,2,27.05
8146,142,659607,28,6,0,12,1,7,130,20,6.0,1.5,144.0,0.0,19,5,2,62.92500000000001
4172,142,659600,28,3,1,12,1,8,0,20,4.0,4.0,61.0,0.0,13,5,2,11.55
2388,142,659582,28,3,1,12,1,8,0,20,9.0,4.5,148.71,0.0,13,5,2,25.7815
282,142,659567,28,1,1,12,1,8,0,20,3.0,3.0,300.5,0.0,19,13,2,47.12499999999999
3600,142,659562,28,1,1,12,1,8,0,20,4.0,2.0,385.33,0.0,19,13,2,59.899499999999996
4647,142,659555,28,3,1,12,1,5,0,20,2.0,2.0,3.0,0.0,13,7,2,1.8499999999999999
2612,142,659545,28,6,0,37,1,8,0,20,0.0,0.0,0.0,0.0,19,9,2,1.0
6788,142,659523,28,3,0,12,1,7,40,20,5.0,5.0,144.75,0.0,12,9,2,36.362500000000004
1995,142,659507,28,1,1,12,1,7,50,20,5.0,5.0,198.25,0.0,19,5,2,47.3875
5945,142,659492,28,11,0,12,1,8,0,20,7.0,3.5,174.2,0.0,19,1,2,29.055
3248,142,659480,28,6,0,37,1,7,20,20,0.0,0.0,0.0,0.0,19,5,2,6.9
7549,142,659474,28,3,1,12,1,8,0,20,12.0,4.0,337.33,0.0,12,13,2,54.5995
5460,142,659469,28,1,1,21,1,8,0,20,2.0,2.0,7.0,0.0,19,10,2,2.75
8419,142,659463,28,3,0,12,1,7,50,20,5.0,5.0,316.25,0.0,12,10,2,65.0875
7491,142,659447,28,7,1,12,1,8,0,20,6.0,6.0,39.4,0.0,19,5,2,9.01
1042,142,659438,28,3,0,12,1,6,0,20,9.0,3.0,116.83,0.0,13,10,2,20.5745
1063,142,659437,28,3,0,12,1,7,20,20,3.0,3.0,822.0,0.0,2,9,2,100.0
7730,142,659411,28,3,1,12,1,8,0,20,6.0,3.0,87.5,0.0,13,9,2,15.775
1002,142,659407,28,7,0,12,1,6,0,20,3.0,3.0,253.0,0.0,19,1,2,39.8
1597,142,659395,28,7,1,12,1,7,110,20,6.0,6.0,210.6,0.0,19,5,2,67.59
3784,142,659371,28,3,1,12,1,7,110,20,4.0,4.0,49.67,0.0,13,5,2,42.7505
2584,142,659369,28,10,2,37,1,0,0,20,0.0,0.0,0.0,0.0,19,3,2,0.2
1375,142,659366,28,1,0,12,1,5,0,20,5.0,5.0,120.25,0.0,19,1,2,20.487499999999997
1094,142,659364,28,3,0,12,1,7,60,20,5.0,5.0,372.25,0.0,13,5,2,76.48750000000001
7321,86,659357,28,3,1,12,1,8,0,20,8.0,4.0,65.67,0.0,12,13,2,13.0505
6759,142,659345,28,7,0,12,1,8,0,20,4.0,1.33,494.0,0.0,19,5,2,76.09949999999999
8631,142,659334,28,3,0,12,1,2,0,20,2.0,2.0,605.0,0.0,2,5,2,91.85000000000001
7314,142,659293,28,11,0,12,1,6,0,20,10.0,3.33,137.63,0.0,19,10,2,23.944
3471,142,659287,28,7,0,12,1,8,0,20,3.0,3.0,120.5,0.0,19,1,2,20.125
743,142,659283,28,10,2,37,1,0,0,20,0.0,0.0,0.0,0.0,19,17,2,0.2
1128,142,659281,28,3,1,12,1,8,0,20,8.0,4.0,198.67,0.0,13,5,2,33.000499999999995
7806,142,659263,28,7,0,12,1,7,20,20,3.0,1.5,168.0,0.0,19,9,2,32.925000000000004
990,142,659248,28,3,0,12,1,2,0,20,2.0,1.0,0.0,0.0,13,1,2,0.95
4687,142,659244,28,3,1,12,1,8,0,20,4.0,4.0,192.33,0.0,12,5,2,31.249499999999998
2577,142,659241,28,11,0,12,1,8,0,20,16.0,16.0,220.87,0.0,19,9,2,39.7305
6456,142,659238,28,1,1,12,1,2,0,20,1.0,1.0,0.0,0.0,19,1,2,0.75
7060,142,659221,28,7,1,12,1,8,0,20,5.0,5.0,54.0,0.0,19,10,2,10.85
6866,142,659217,28,3,1,12,1,8,0,20,4.0,4.0,65.33,0.0,13,14,2,12.1995
1586,142,659203,28,3,0,12,1,7,10,20,2.0,1.0,0.0,0.0,2,9,2,4.45
3791,142,659191,28,10,2,37,1,0,0,20,0.0,0.0,0.0,0.0,19,5,2,0.2
6273,142,659182,28,3,0,12,1,6,0,20,1.0,1.0,0.0,0.0,12,1,2,1.1500000000000001
56,142,659170,28,3,0,12,1,6,0,20,2.0,2.0,648.5,0.0,2,9,2,98.77499999999999
3649,142,659158,28,10,2,37,1,0,0,20,0.0,0.0,0.0,0.0,19,17,2,0.2
119,138,659153,28,14,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,17,2,0.9000000000000001
4212,142,659146,28,3,1,12,1,7,40,20,5.0,5.0,55.4,0.0,2,13,2,22.959999999999997
2440,142,659142,28,1,1,12,1,8,0,20,4.0,4.0,47.33,0.0,19,9,2,9.4995
7802,142,659141,28,10,2,37,1,0,0,20,0.0,0.0,0.0,0.0,19,5,2,0.2
7399,107,659138,28,3,0,12,1,2,0,20,1.0,1.0,262.0,0.0,2,9,2,40.050000000000004
5125,142,659132,28,11,1,12,1,8,0,20,7.0,3.5,44.2,0.0,19,5,2,9.555
3852,142,659123,28,3,1,12,1,6,0,20,5.0,5.0,89.75,0.0,13,5,2,16.0125
5989,142,659117,28,11,0,12,1,8,0,20,6.0,2.0,586.0,0.0,19,10,2,90.39999999999999
2841,142,659106,28,3,1,12,1,7,70,20,5.0,5.0,240.6,0.0,13,5,2,59.74
1592,142,659094,28,17,1,12,1,8,0,20,7.0,3.5,2.0,0.0,18,10,2,3.2250000000000005
1614,142,659079,28,3,0,12,1,8,0,20,2.0,2.0,308.5,0.0,13,13,2,47.975
4755,142,659076,28,3,0,37,1,8,0,20,2.0,2.0,281.0,0.0,13,1,2,43.85
7611,142,659074,28,1,1,12,1,8,0,20,3.0,3.0,59.0,0.0,19,13,2,10.9
6393,142,659069,28,3,1,12,1,8,0,20,5.0,1.67,9.5,0.0,5,9,2,3.6755000000000004
311,142,659057,28,3,1,12,1,6,0,20,5.0,2.5,88.0,0.0,13,5,2,15.374999999999998
1032,142,659050,28,1,1,12,1,6,0,20,2.0,2.0,2.0,0.0,19,5,2,1.8
1720,142,659038,28,7,1,12,1,7,40,20,5.0,5.0,27.5,0.0,19,13,2,18.775
7469,142,659036,28,1,1,12,1,0,0,20,1.0,1.0,0.0,0.0,19,1,2,0.55
8187,142,659016,28,1,1,12,1,2,0,20,2.0,1.0,0.0,0.0,19,2,2,0.95
5451,142,659013,28,1,1,12,1,8,0,20,3.0,3.0,80.5,0.0,19,13,2,14.125
748,142,658983,28,7,1,12,1,7,150,20,8.0,4.0,51.0,0.0,19,5,2,55.75000000000001
5289,142,658976,28,3,1,12,1,8,0,20,2.0,2.0,2.0,0.0,18,2,2,2.0
2658,142,658932,28,11,0,12,1,6,0,20,4.0,2.0,95.0,0.0,19,3,2,16.15
246,142,658917,28,1,1,12,1,8,0,20,4.0,2.0,127.5,0.0,19,5,2,21.225
3393,142,658888,28,1,1,12,1,8,0,20,2.0,2.0,3.0,0.0,19,5,2,2.15
5848,142,658856,28,7,0,12,1,8,0,20,7.0,2.33,150.0,0.0,19,5,2,25.2495
1668,142,658852,28,1,1,12,1,7,140,20,3.0,3.0,138.5,0.0,19,5,2,64.72500000000001
339,142,658831,28,6,0,12,1,7,80,20,10.0,3.33,82.29,0.0,19,8,2,39.74300000000001
974,142,658828,28,1,1,12,1,8,0,20,2.0,2.0,33.0,0.0,19,3,2,6.65
3653,142,658826,28,1,1,12,1,7,40,20,3.0,1.5,9.0,0.0,19,5,2,15.074999999999998
6054,142,658793,28,3,1,12,1,7,80,20,6.0,6.0,150.2,0.0,12,5,2,49.53
1963,142,658779,28,7,0,12,1,6,0,20,10.0,5.0,108.38,0.0,19,3,2,19.807
1673,142,658773,28,7,0,12,1,8,0,20,1.0,1.0,0.0,0.0,19,1,2,1.3499999999999999
2993,142,658766,28,3,0,12,1,8,0,20,2.0,2.0,95.0,0.0,13,5,2,15.95
6701,142,658756,28,11,1,12,1,8,0,20,12.0,12.0,178.27,0.0,19,3,2,31.9405
1833,142,658744,28,1,1,12,1,8,0,20,3.0,1.5,18.0,0.0,19,10,2,4.525
8364,142,658714,28,11,0,12,1,8,0,20,2.0,2.0,48.0,0.0,19,5,2,8.899999999999999
7458,142,658689,28,3,1,12,1,8,0,20,5.0,5.0,97.25,0.0,12,13,2,17.3375
1262,142,658686,28,7,0,12,1,6,0,20,7.0,7.0,44.83,0.0,19,5,2,9.974499999999999
146,142,658677,28,3,0,12,1,6,0,20,7.0,7.0,150.33,0.0,13,7,2,25.799500000000002
4126,142,658675,28,10,2,37,1,7,10,20,0.0,0.0,0.0,0.0,19,5,2,3.9000000000000004
3521,142,658656,28,3,0,12,1,8,0,20,1.0,1.0,0.0,0.0,13,2,2,1.3499999999999999
3854,142,658652,28,1,1,12,1,8,0,20,2.0,2.0,15.0,0.0,19,3,2,3.95
2187,138,658648,28,14,2,37,1,0,0,20,0.0,0.0,0.0,0.0,19,17,2,0.2
7390,142,658634,28,10,2,37,1,7,30,20,0.0,0.0,0.0,0.0,19,5,2,9.899999999999999
859,138,658627,28,14,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,17,2,0.9000000000000001
7941,138,658623,28,14,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,17,2,0.9000000000000001
300,142,658620,28,6,0,37,1,6,0,20,0.0,0.0,0.0,0.0,19,5,2,0.8
7133,142,658618,28,11,0,37,1,2,0,20,4.0,4.0,171.33,0.0,19,9,2,27.499499999999998
5050,142,658612,28,3,0,12,1,6,0,20,1.0,1.0,0.0,0.0,13,1,2,1.1500000000000001
634,142,658606,28,3,0,12,1,3,0,20,2.0,2.0,119.0,0.0,12,1,2,19.049999999999997
553,142,658597,28,7,0,12,1,6,0,20,5.0,5.0,62.75,0.0,19,9,2,11.962499999999999
4869,142,658571,28,7,0,12,1,7,110,20,8.0,2.67,113.8,0.0,19,3,2,52.97050000000001
4710,142,658561,28,10,2,37,1,0,0,20,0.0,0.0,0.0,0.0,19,13,2,0.2
7822,142,658546,28,7,1,12,1,7,170,20,12.0,6.0,148.0,0.0,19,5,2,77.4
5523,142,658531,28,7,0,12,1,7,60,20,6.0,6.0,161.2,0.0,19,1,2,45.18
7494,142,658527,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,9,2,0.4
4060,142,658481,28,3,0,12,1,8,0,20,12.0,1.71,73.5,0.0,2,10,2,14.6815
3670,142,658470,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,9,2,0.4
6624,142,658458,28,3,1,12,1,8,0,20,3.0,3.0,157.67,0.0,3,5,2,25.700499999999998
4691,142,658448,28,3,1,12,1,8,0,20,5.0,5.0,99.75,0.0,13,9,2,17.7125
7738,142,658432,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,0,2,0.9000000000000001
2038,142,658430,28,7,0,12,1,8,0,20,4.0,4.0,120.33,0.0,19,5,2,20.449499999999997
4673,142,658421,28,3,0,12,1,8,0,20,2.0,1.0,256.0,0.0,2,5,2,39.949999999999996
4776,142,658407,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,9,2,0.4
2967,142,658405,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,9,2,0.4
6135,142,658398,28,7,0,12,1,7,50,20,5.0,1.67,147.0,0.0,19,5,2,39.200500000000005
7159,142,658353,28,7,0,12,1,8,0,20,8.0,8.0,184.86,0.0,19,9,2,31.529000000000003
5200,142,658323,28,6,0,37,1,6,0,20,0.0,0.0,0.0,0.0,19,9,2,0.8
4590,142,658322,28,11,0,12,1,8,0,20,4.0,4.0,446.67,0.0,19,13,2,69.40050000000001
3932,142,658321,28,11,0,12,1,7,20,20,3.0,3.0,193.5,0.0,19,9,2,36.975
2656,142,658309,28,10,2,37,1,7,10,20,0.0,0.0,0.0,0.0,19,5,2,3.9000000000000004
8413,142,658299,28,11,0,12,1,6,0,20,2.0,2.0,526.0,0.0,19,5,2,80.39999999999999
9069,142,658288,28,7,0,33,1,8,0,20,5.0,5.0,106.75,0.0,19,10,2,18.7625
7263,142,658281,28,1,1,12,1,8,0,20,3.0,3.0,36.5,0.0,19,3,2,7.5249999999999995
3027,142,658278,28,1,0,12,1,6,0,20,2.0,2.0,1103.0,0.0,19,9,2,100.0
7216,142,658277,28,1,1,12,1,7,0,20,1.0,1.0,0.0,0.0,19,1,2,1.25
9019,142,658264,28,1,1,12,1,7,90,20,9.0,1.8,127.5,0.0,19,5,2,49.095000000000006
6583,142,658258,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,17,2,0.9000000000000001
8148,142,658243,28,10,2,37,1,7,10,20,0.0,0.0,0.0,0.0,19,5,2,3.9000000000000004
1274,142,658234,28,3,1,12,1,8,0,20,5.0,2.5,33.33,0.0,13,7,2,7.374499999999999
4784,142,658231,28,1,1,12,1,7,30,20,2.0,2.0,2.0,0.0,19,5,2,10.9
3502,142,658222,28,1,1,12,1,0,0,20,2.0,2.0,10.0,0.0,19,5,2,2.4000000000000004
8487,142,658220,28,7,0,12,1,8,0,20,4.0,4.0,291.67,0.0,19,13,2,46.1505
790,142,658206,28,1,1,12,1,8,0,20,4.0,4.0,103.75,0.0,19,3,2,17.9625
5789,142,658203,28,7,0,12,1,7,30,20,3.0,1.5,163.0,0.0,19,1,2,35.175000000000004
398,142,658193,28,10,2,37,1,0,0,20,0.0,0.0,0.0,0.0,19,5,2,0.2
519,142,658188,28,3,1,12,1,6,0,20,1.0,1.0,0.0,0.0,18,1,2,1.1500000000000001
378,142,658178,28,7,0,12,1,6,0,20,1.0,1.0,0.0,0.0,19,1,2,1.1500000000000001
149,142,658142,28,1,1,12,1,7,210,20,9.0,4.5,82.0,0.0,19,5,2,78.675
5165,142,658107,28,6,0,37,1,8,0,20,0.0,0.0,0.0,0.0,19,5,2,1.0
5844,142,658089,28,1,1,12,1,7,0,20,1.0,1.0,0.0,0.0,19,13,2,1.25
9123,142,658081,28,1,0,12,1,4,0,20,7.0,3.5,183.6,0.0,19,9,2,30.064999999999998
7403,142,658071,28,3,1,12,1,6,0,20,2.0,2.0,167.0,0.0,12,1,2,26.55
4718,142,658070,28,1,1,12,1,8,0,20,7.0,2.33,78.5,0.0,19,13,2,14.5245
1621,142,658063,28,7,0,12,1,8,0,20,13.0,6.5,222.82,0.0,19,5,2,37.998
964,142,658048,28,1,1,12,1,0,0,20,3.0,3.0,118.5,0.0,19,5,2,19.025
7163,142,658029,28,1,1,12,1,8,0,20,3.0,3.0,102.0,0.0,19,5,2,17.349999999999998
4820,142,658023,28,6,0,37,1,8,0,20,3.0,1.5,109.0,0.0,19,5,2,18.174999999999997
3800,142,658017,28,7,1,12,1,8,0,20,6.0,6.0,145.8,0.0,19,5,2,24.970000000000002
681,142,658011,28,1,1,12,1,8,0,20,9.0,1.8,416.0,0.0,19,9,2,65.47
5609,142,657995,28,7,1,12,1,6,0,20,12.0,6.0,67.4,0.0,19,5,2,14.21
8496,142,657990,28,6,0,37,1,8,0,20,0.0,0.0,0.0,0.0,19,5,2,1.0
4190,142,657971,28,17,1,12,1,8,0,20,5.0,5.0,38.0,0.0,18,10,2,8.45
8136,142,657968,28,1,1,12,1,7,60,20,7.0,7.0,50.67,0.0,19,5,2,28.950499999999998
2482,142,657951,28,1,1,12,1,8,0,20,2.0,2.0,5.0,0.0,19,5,2,2.45
7973,142,657941,28,7,0,12,1,7,30,20,3.0,3.0,133.0,0.0,19,1,2,30.9
8021,142,657920,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,9,2,0.4
8683,142,657905,28,3,1,12,1,7,60,20,3.0,3.0,121.0,0.0,13,5,2,38.10000000000001
1703,142,657902,28,6,0,35,1,8,0,20,7.0,2.33,97.25,0.0,19,10,2,17.337
7921,142,657899,28,7,0,12,1,8,0,20,13.0,4.33,256.9,0.0,19,8,2,42.784499999999994
8194,142,657887,28,7,0,12,1,8,0,20,5.0,5.0,77.25,0.0,19,5,2,14.3375
8155,142,657882,28,11,0,12,1,8,0,20,14.0,14.0,128.85,0.0,19,13,2,25.2275
7609,142,657879,28,3,0,12,1,8,0,20,3.0,3.0,53.5,0.0,12,13,2,10.075000000000001
2602,142,657828,28,6,0,37,1,6,0,20,0.0,0.0,0.0,0.0,19,9,2,0.8
2411,142,657823,28,1,0,12,1,7,70,20,5.0,2.5,147.33,0.0,19,5,2,45.37450000000001
1983,142,657821,28,3,1,12,1,6,0,20,1.0,1.0,0.0,0.0,12,1,2,1.1500000000000001
1975,142,657803,28,3,1,12,1,8,0,20,6.0,6.0,123.4,0.0,13,10,2,21.610000000000003
7354,142,657777,28,1,1,12,1,8,0,20,1.0,1.0,0.0,0.0,19,1,2,1.3499999999999999
7202,142,657754,28,3,1,12,1,8,0,20,4.0,4.0,70.33,0.0,16,5,2,12.9495
6358,142,657741,28,7,0,12,1,7,10,20,2.0,1.0,0.0,0.0,19,9,2,4.45
514,142,657731,28,1,1,37,1,0,0,20,1.0,1.0,0.0,0.0,19,1,2,0.55
2891,142,657717,28,6,0,37,1,6,0,20,0.0,0.0,0.0,0.0,19,9,2,0.8
5004,142,657703,28,3,0,12,1,8,0,20,3.0,3.0,238.0,0.0,13,5,2,37.74999999999999
7737,142,657697,28,3,1,12,1,8,0,20,2.0,2.0,224.0,0.0,13,3,2,35.300000000000004
8818,142,657691,28,11,0,12,1,6,0,20,3.0,1.5,273.5,0.0,19,10,2,42.650000000000006
4339,142,657686,28,14,2,37,1,0,0,20,0.0,0.0,0.0,0.0,19,5,2,0.2
6871,142,657676,28,7,0,12,1,6,0,20,9.0,4.5,213.33,0.0,19,10,2,35.2745
7831,142,657660,28,14,2,37,1,7,20,20,0.0,0.0,0.0,0.0,19,5,2,6.9
1490,142,657655,28,6,0,37,1,8,0,20,0.0,0.0,0.0,0.0,19,9,2,1.0
502,142,657644,28,11,0,12,1,7,100,20,11.0,11.0,118.8,0.0,19,9,2,52.57000000000001
6892,142,657643,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,9,2,0.4
