Prospect ID,Company,Lead Number,Mobile Number,Lead Source,Lead Origin,Country,Job Title,Lead Stage,Engagement Score,Website,TotalVisits,Page Views Per Visit,Average Time Per Visit,Industry,Source Campaign,Last Activity,Lead Type
3341,142,660339,28,7,0,12,1,4,0,20,3.0,1.5,251.0,,19,5,2
6784,142,660333,28,7,1,12,1,7,30,20,4.0,2.0,35.5,,19,10,2
1796,142,660321,28,11,0,12,1,7,40,20,3.0,3.0,326.67,,19,5,2
6113,142,660312,28,3,1,12,1,8,0,20,4.0,4.0,301.5,,12,13,2
8330,142,660267,28,3,1,12,1,7,50,20,5.0,5.0,168.25,,2,5,2
8299,142,660255,28,3,0,12,1,8,0,20,2.0,2.0,310.5,,13,3,2
7760,142,660236,28,3,1,12,1,7,20,20,4.0,4.0,54.67,,10,5,2
7933,142,660235,28,1,0,12,1,8,0,20,3.0,3.0,191.0,,19,5,2
2304,142,660222,28,7,1,12,1,8,0,20,7.0,7.0,66.83,,19,14,2
7618,142,660215,28,3,0,12,1,8,0,20,5.0,5.0,153.6,,12,5,2
6205,142,660203,28,3,1,12,1,8,0,20,5.0,5.0,125.2,,13,5,2
4870,142,660194,28,1,1,12,1,3,0,20,6.0,3.0,253.5,,19,5,2
9137,142,660180,28,3,1,12,1,8,0,20,4.0,2.0,223.33,,2,5,2
899,142,660174,28,1,1,12,1,2,0,20,2.0,2.0,2.0,,19,5,2
2314,142,660153,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,9,2
4920,142,660149,28,3,0,12,1,5,0,20,6.0,6.0,78.4,,12,10,2
1848,142,660128,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,9,2
1706,142,660087,28,6,0,37,1,7,10,20,0.0,0.0,0.0,,19,5,2
1141,142,660070,28,3,1,12,1,2,0,20,5.0,5.0,116.25,,2,5,2
4889,142,660069,28,7,1,12,1,8,0,20,6.0,2.0,64.0,,19,13,2
4802,142,660050,28,3,0,12,1,2,0,20,6.0,1.5,456.0,,13,9,2
6687,142,660048,28,7,0,12,1,8,0,20,7.0,2.33,296.25,,19,5,2
833,177,660030,28,7,0,12,1,8,0,20,2.0,2.0,187.5,,19,5,2
3311,142,659998,28,11,1,12,1,7,110,20,13.0,13.0,103.75,,19,7,2
856,142,659963,28,11,0,12,1,7,80,20,8.0,8.0,114.71,,19,10,2
7865,142,659942,28,7,1,12,1,6,0,20,17.0,8.5,219.13,,19,5,2
7608,142,659937,28,11,1,12,1,5,0,20,11.0,5.5,52.33,,19,5,2
6670,142,659931,28,3,0,12,1,6,0,20,4.0,4.0,164.33,,13,7,2
6166,142,659925,28,6,0,37,1,8,0,20,0.0,0.0,0.0,,19,5,2
136,142,659918,28,7,0,12,1,7,70,20,7.0,3.5,245.8,,19,10,2
7964,142,659896,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,3,2
2310,142,659889,28,1,1,12,1,7,40,20,4.0,4.0,199.33,,19,5,2
6029,142,659875,28,3,1,12,1,7,0,20,1.0,1.0,0.0,,5,1,2
8619,142,659853,28,3,0,12,1,7,30,20,3.0,1.5,167.0,,12,8,2
1938,142,659849,28,6,0,37,1,7,20,20,0.0,0.0,0.0,,19,5,2
8,142,659833,28,6,0,37,1,6,0,20,0.0,0.0,0.0,,19,15,2
5573,142,659830,28,6,0,37,1,8,0,20,0.0,0.0,0.0,,19,9,2
3762,142,659819,28,1,1,12,1,2,0,20,1.0,1.0,0.0,,19,1,2
6222,142,659820,28,1,1,12,1,8,0,20,4.0,4.0,186.33,,19,5,2
9173,142,659806,28,11,1,12,1,8,0,20,3.0,3.0,70.0,,19,2,2
8985,142,659784,28,7,0,12,1,8,0,20,6.0,6.0,259.8,,19,10,2
1658,142,659782,28,1,1,12,1,8,0,20,5.0,1.67,288.0,,19,10,2
389,142,659779,28,1,1,12,1,0,0,20,2.0,2.0,8.0,,19,5,2
6055,142,659727,28,3,1,12,1,7,100,20,6.0,3.0,227.75,,13,5,2
5030,148,659722,28,14,2,37,1,7,0,20,,,,,19,17,2
1162,142,659720,28,11,0,12,1,3,0,20,4.0,4.0,158.67,,19,5,2
2134,142,659710,28,10,2,37,1,7,0,20,,,,,19,17,2
7700,142,659708,28,3,0,12,1,8,0,20,2.0,2.0,140.0,,2,5,2
1447,138,659705,28,14,2,37,1,7,0,20,,,,,19,17,2
6137,142,659704,28,6,0,37,1,7,70,20,0.0,0.0,0.0,,19,3,2
351,142,659700,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,9,2
8566,142,659696,28,3,1,12,1,7,20,20,3.0,3.0,62.5,,2,10,2
393,142,659685,28,11,0,12,1,8,0,20,3.0,3.0,185.0,,19,5,2
3014,142,659676,28,11,0,12,1,8,0,20,4.0,4.0,104.33,,19,5,2
575,142,659644,28,1,1,16,1,8,0,20,6.0,3.0,89.5,,19,5,2
3830,142,659631,28,10,2,37,1,0,0,20,,,,,19,17,2
7953,142,659630,28,7,1,12,1,6,0,20,2.0,2.0,219.0,,19,1,2
2325,142,659614,28,7,0,12,1,6,0,20,3.0,3.0,168.0,,19,10,2
8146,142,659607,28,6,0,12,1,7,130,20,6.0,1.5,144.0,,19,5,2
4172,142,659600,28,3,1,12,1,8,0,20,4.0,4.0,61.0,,13,5,2
2388,142,659582,28,3,1,12,1,8,0,20,9.0,4.5,148.71,,13,5,2
282,142,659567,28,1,1,12,1,8,0,20,3.0,3.0,300.5,,19,13,2
3600,142,659562,28,1,1,12,1,8,0,20,4.0,2.0,385.33,,19,13,2
4647,142,659555,28,3,1,12,1,5,0,20,2.0,2.0,3.0,,13,7,2
2612,142,659545,28,6,0,37,1,8,0,20,0.0,0.0,0.0,,19,9,2
6788,142,659523,28,3,0,12,1,7,40,20,5.0,5.0,144.75,,12,9,2
1995,142,659507,28,1,1,12,1,7,50,20,5.0,5.0,198.25,,19,5,2
5945,142,659492,28,11,0,12,1,8,0,20,7.0,3.5,174.2,,19,1,2
3248,142,659480,28,6,0,37,1,7,20,20,0.0,0.0,0.0,,19,5,2
7549,142,659474,28,3,1,12,1,8,0,20,12.0,4.0,337.33,,12,13,2
5460,142,659469,28,1,1,21,1,8,0,20,2.0,2.0,7.0,,19,10,2
8419,142,659463,28,3,0,12,1,7,50,20,5.0,5.0,316.25,,12,10,2
7491,142,659447,28,7,1,12,1,8,0,20,6.0,6.0,39.4,,19,5,2
1042,142,659438,28,3,0,12,1,6,0,20,9.0,3.0,116.83,,13,10,2
1063,142,659437,28,3,0,12,1,7,20,20,3.0,3.0,822.0,,2,9,2
7730,142,659411,28,3,1,12,1,8,0,20,6.0,3.0,87.5,,13,9,2
1002,142,659407,28,7,0,12,1,6,0,20,3.0,3.0,253.0,,19,1,2
1597,142,659395,28,7,1,12,1,7,110,20,6.0,6.0,210.6,,19,5,2
3784,142,659371,28,3,1,12,1,7,110,20,4.0,4.0,49.67,,13,5,2
2584,142,659369,28,10,2,37,1,0,0,20,0.0,0.0,0.0,,19,3,2
1375,142,659366,28,1,0,12,1,5,0,20,5.0,5.0,120.25,,19,1,2
1094,142,659364,28,3,0,12,1,7,60,20,5.0,5.0,372.25,,13,5,2
7321,86,659357,28,3,1,12,1,8,0,20,8.0,4.0,65.67,,12,13,2
6759,142,659345,28,7,0,12,1,8,0,20,4.0,1.33,494.0,,19,5,2
8631,142,659334,28,3,0,12,1,2,0,20,2.0,2.0,605.0,,2,5,2
7314,142,659293,28,11,0,12,1,6,0,20,10.0,3.33,137.63,,19,10,2
3471,142,659287,28,7,0,12,1,8,0,20,3.0,3.0,120.5,,19,1,2
743,142,659283,28,10,2,37,1,0,0,20,,,,,19,17,2
1128,142,659281,28,3,1,12,1,8,0,20,8.0,4.0,198.67,,13,5,2
7806,142,659263,28,7,0,12,1,7,20,20,3.0,1.5,168.0,,19,9,2
990,142,659248,28,3,0,12,1,2,0,20,2.0,1.0,0.0,,13,1,2
4687,142,659244,28,3,1,12,1,8,0,20,4.0,4.0,192.33,,12,5,2
2577,142,659241,28,11,0,12,1,8,0,20,16.0,16.0,220.87,,19,9,2
6456,142,659238,28,1,1,12,1,2,0,20,1.0,1.0,0.0,,19,1,2
7060,142,659221,28,7,1,12,1,8,0,20,5.0,5.0,54.0,,19,10,2
6866,142,659217,28,3,1,12,1,8,0,20,4.0,4.0,65.33,,13,14,2
1586,142,659203,28,3,0,12,1,7,10,20,2.0,1.0,0.0,,2,9,2
3791,142,659191,28,10,2,37,1,0,0,20,0.0,0.0,0.0,,19,5,2
6273,142,659182,28,3,0,12,1,6,0,20,1.0,1.0,0.0,,12,1,2
56,142,659170,28,3,0,12,1,6,0,20,2.0,2.0,648.5,,2,9,2
3649,142,659158,28,10,2,37,1,0,0,20,,,,,19,17,2
119,138,659153,28,14,2,37,1,7,0,20,,,,,19,17,2
4212,142,659146,28,3,1,12,1,7,40,20,5.0,5.0,55.4,,2,13,2
2440,142,659142,28,1,1,12,1,8,0,20,4.0,4.0,47.33,,19,9,2
7802,142,659141,28,10,2,37,1,0,0,20,0.0,0.0,0.0,,19,5,2
7399,107,659138,28,3,0,12,1,2,0,20,1.0,1.0,262.0,,2,9,2
5125,142,659132,28,11,1,12,1,8,0,20,7.0,3.5,44.2,,19,5,2
3852,142,659123,28,3,1,12,1,6,0,20,5.0,5.0,89.75,,13,5,2
5989,142,659117,28,11,0,12,1,8,0,20,6.0,2.0,586.0,,19,10,2
2841,142,659106,28,3,1,12,1,7,70,20,5.0,5.0,240.6,,13,5,2
1592,142,659094,28,17,1,12,1,8,0,20,7.0,3.5,2.0,,18,10,2
1614,142,659079,28,3,0,12,1,8,0,20,2.0,2.0,308.5,,13,13,2
4755,142,659076,28,3,0,37,1,8,0,20,2.0,2.0,281.0,,13,1,2
7611,142,659074,28,1,1,12,1,8,0,20,3.0,3.0,59.0,,19,13,2
6393,142,659069,28,3,1,12,1,8,0,20,5.0,1.67,9.5,,5,9,2
311,142,659057,28,3,1,12,1,6,0,20,5.0,2.5,88.0,,13,5,2
1032,142,659050,28,1,1,12,1,6,0,20,2.0,2.0,2.0,,19,5,2
1720,142,659038,28,7,1,12,1,7,40,20,5.0,5.0,27.5,,19,13,2
7469,142,659036,28,1,1,12,1,0,0,20,1.0,1.0,0.0,,19,1,2
8187,142,659016,28,1,1,12,1,2,0,20,2.0,1.0,0.0,,19,2,2
5451,142,659013,28,1,1,12,1,8,0,20,3.0,3.0,80.5,,19,13,2
748,142,658983,28,7,1,12,1,7,150,20,8.0,4.0,51.0,,19,5,2
5289,142,658976,28,3,1,12,1,8,0,20,2.0,2.0,2.0,,18,2,2
2658,142,658932,28,11,0,12,1,6,0,20,4.0,2.0,95.0,,19,3,2
246,142,658917,28,1,1,12,1,8,0,20,4.0,2.0,127.5,,19,5,2
3393,142,658888,28,1,1,12,1,8,0,20,2.0,2.0,3.0,,19,5,2
5848,142,658856,28,7,0,12,1,8,0,20,7.0,2.33,150.0,,19,5,2
1668,142,658852,28,1,1,12,1,7,140,20,3.0,3.0,138.5,,19,5,2
339,142,658831,28,6,0,12,1,7,80,20,10.0,3.33,82.29,,19,8,2
974,142,658828,28,1,1,12,1,8,0,20,2.0,2.0,33.0,,19,3,2
3653,142,658826,28,1,1,12,1,7,40,20,3.0,1.5,9.0,,19,5,2
6054,142,658793,28,3,1,12,1,7,80,20,6.0,6.0,150.2,,12,5,2
1963,142,658779,28,7,0,12,1,6,0,20,10.0,5.0,108.38,,19,3,2
1673,142,658773,28,7,0,12,1,8,0,20,1.0,1.0,0.0,,19,1,2
2993,142,658766,28,3,0,12,1,8,0,20,2.0,2.0,95.0,,13,5,2
6701,142,658756,28,11,1,12,1,8,0,20,12.0,12.0,178.27,,19,3,2
1833,142,658744,28,1,1,12,1,8,0,20,3.0,1.5,18.0,,19,10,2
8364,142,658714,28,11,0,12,1,8,0,20,2.0,2.0,48.0,,19,5,2
7458,142,658689,28,3,1,12,1,8,0,20,5.0,5.0,97.25,,12,13,2
1262,142,658686,28,7,0,12,1,6,0,20,7.0,7.0,44.83,,19,5,2
146,142,658677,28,3,0,12,1,6,0,20,7.0,7.0,150.33,,13,7,2
4126,142,658675,28,10,2,37,1,7,10,20,0.0,0.0,0.0,,19,5,2
3521,142,658656,28,3,0,12,1,8,0,20,1.0,1.0,0.0,,13,2,2
3854,142,658652,28,1,1,12,1,8,0,20,2.0,2.0,15.0,,19,3,2
2187,138,658648,28,14,2,37,1,0,0,20,,,,,19,17,2
7390,142,658634,28,10,2,37,1,7,30,20,0.0,0.0,0.0,,19,5,2
859,138,658627,28,14,2,37,1,7,0,20,,,,,19,17,2
7941,138,658623,28,14,2,37,1,7,0,20,,,,,19,17,2
300,142,658620,28,6,0,37,1,6,0,20,0.0,0.0,0.0,,19,5,2
7133,142,658618,28,11,0,37,1,2,0,20,4.0,4.0,171.33,,19,9,2
5050,142,658612,28,3,0,12,1,6,0,20,1.0,1.0,0.0,,13,1,2
634,142,658606,28,3,0,12,1,3,0,20,2.0,2.0,119.0,,12,1,2
553,142,658597,28,7,0,12,1,6,0,20,5.0,5.0,62.75,,19,9,2
4869,142,658571,28,7,0,12,1,7,110,20,8.0,2.67,113.8,,19,3,2
4710,142,658561,28,10,2,37,1,0,0,20,0.0,0.0,0.0,,19,13,2
7822,142,658546,28,7,1,12,1,7,170,20,12.0,6.0,148.0,,19,5,2
5523,142,658531,28,7,0,12,1,7,60,20,6.0,6.0,161.2,,19,1,2
7494,142,658527,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,9,2
4060,142,658481,28,3,0,12,1,8,0,20,12.0,1.71,73.5,,2,10,2
3670,142,658470,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,9,2
6624,142,658458,28,3,1,12,1,8,0,20,3.0,3.0,157.67,,3,5,2
4691,142,658448,28,3,1,12,1,8,0,20,5.0,5.0,99.75,,13,9,2
7738,142,658432,28,10,2,37,1,7,0,20,,,,,19,0,2
2038,142,658430,28,7,0,12,1,8,0,20,4.0,4.0,120.33,,19,5,2
4673,142,658421,28,3,0,12,1,8,0,20,2.0,1.0,256.0,,2,5,2
4776,142,658407,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,9,2
2967,142,658405,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,9,2
6135,142,658398,28,7,0,12,1,7,50,20,5.0,1.67,147.0,,19,5,2
7159,142,658353,28,7,0,12,1,8,0,20,8.0,8.0,184.86,,19,9,2
5200,142,658323,28,6,0,37,1,6,0,20,0.0,0.0,0.0,,19,9,2
4590,142,658322,28,11,0,12,1,8,0,20,4.0,4.0,446.67,,19,13,2
3932,142,658321,28,11,0,12,1,7,20,20,3.0,3.0,193.5,,19,9,2
2656,142,658309,28,10,2,37,1,7,10,20,0.0,0.0,0.0,,19,5,2
8413,142,658299,28,11,0,12,1,6,0,20,2.0,2.0,526.0,,19,5,2
9069,142,658288,28,7,0,33,1,8,0,20,5.0,5.0,106.75,,19,10,2
7263,142,658281,28,1,1,12,1,8,0,20,3.0,3.0,36.5,,19,3,2
3027,142,658278,28,1,0,12,1,6,0,20,2.0,2.0,1103.0,,19,9,2
7216,142,658277,28,1,1,12,1,7,0,20,1.0,1.0,0.0,,19,1,2
9019,142,658264,28,1,1,12,1,7,90,20,9.0,1.8,127.5,,19,5,2
6583,142,658258,28,10,2,37,1,7,0,20,,,,,19,17,2
8148,142,658243,28,10,2,37,1,7,10,20,0.0,0.0,0.0,,19,5,2
1274,142,658234,28,3,1,12,1,8,0,20,5.0,2.5,33.33,,13,7,2
4784,142,658231,28,1,1,12,1,7,30,20,2.0,2.0,2.0,,19,5,2
3502,142,658222,28,1,1,12,1,0,0,20,2.0,2.0,10.0,,19,5,2
8487,142,658220,28,7,0,12,1,8,0,20,4.0,4.0,291.67,,19,13,2
790,142,658206,28,1,1,12,1,8,0,20,4.0,4.0,103.75,,19,3,2
5789,142,658203,28,7,0,12,1,7,30,20,3.0,1.5,163.0,,19,1,2
398,142,658193,28,10,2,37,1,0,0,20,0.0,0.0,0.0,,19,5,2
519,142,658188,28,3,1,12,1,6,0,20,1.0,1.0,0.0,,18,1,2
378,142,658178,28,7,0,12,1,6,0,20,1.0,1.0,0.0,,19,1,2
149,142,658142,28,1,1,12,1,7,210,20,9.0,4.5,82.0,,19,5,2
5165,142,658107,28,6,0,37,1,8,0,20,0.0,0.0,0.0,,19,5,2
5844,142,658089,28,1,1,12,1,7,0,20,1.0,1.0,0.0,,19,13,2
9123,142,658081,28,1,0,12,1,4,0,20,7.0,3.5,183.6,,19,9,2
7403,142,658071,28,3,1,12,1,6,0,20,2.0,2.0,167.0,,12,1,2
4718,142,658070,28,1,1,12,1,8,0,20,7.0,2.33,78.5,,19,13,2
1621,142,658063,28,7,0,12,1,8,0,20,13.0,6.5,222.82,,19,5,2
964,142,658048,28,1,1,12,1,0,0,20,3.0,3.0,118.5,,19,5,2
7163,142,658029,28,1,1,12,1,8,0,20,3.0,3.0,102.0,,19,5,2
4820,142,658023,28,6,0,37,1,8,0,20,3.0,1.5,109.0,,19,5,2
3800,142,658017,28,7,1,12,1,8,0,20,6.0,6.0,145.8,,19,5,2
681,142,658011,28,1,1,12,1,8,0,20,9.0,1.8,416.0,,19,9,2
5609,142,657995,28,7,1,12,1,6,0,20,12.0,6.0,67.4,,19,5,2
8496,142,657990,28,6,0,37,1,8,0,20,0.0,0.0,0.0,,19,5,2
4190,142,657971,28,17,1,12,1,8,0,20,5.0,5.0,38.0,,18,10,2
8136,142,657968,28,1,1,12,1,7,60,20,7.0,7.0,50.67,,19,5,2
2482,142,657951,28,1,1,12,1,8,0,20,2.0,2.0,5.0,,19,5,2
7973,142,657941,28,7,0,12,1,7,30,20,3.0,3.0,133.0,,19,1,2
8021,142,657920,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,9,2
8683,142,657905,28,3,1,12,1,7,60,20,3.0,3.0,121.0,,13,5,2
1703,142,657902,28,6,0,35,1,8,0,20,7.0,2.33,97.25,,19,10,2
7921,142,657899,28,7,0,12,1,8,0,20,13.0,4.33,256.9,,19,8,2
8194,142,657887,28,7,0,12,1,8,0,20,5.0,5.0,77.25,,19,5,2
8155,142,657882,28,11,0,12,1,8,0,20,14.0,14.0,128.85,,19,13,2
7609,142,657879,28,3,0,12,1,8,0,20,3.0,3.0,53.5,,12,13,2
2602,142,657828,28,6,0,37,1,6,0,20,0.0,0.0,0.0,,19,9,2
2411,142,657823,28,1,0,12,1,7,70,20,5.0,2.5,147.33,,19,5,2
1983,142,657821,28,3,1,12,1,6,0,20,1.0,1.0,0.0,,12,1,2
1975,142,657803,28,3,1,12,1,8,0,20,6.0,6.0,123.4,,13,10,2
7354,142,657777,28,1,1,12,1,8,0,20,1.0,1.0,0.0,,19,1,2
7202,142,657754,28,3,1,12,1,8,0,20,4.0,4.0,70.33,,16,5,2
6358,142,657741,28,7,0,12,1,7,10,20,2.0,1.0,0.0,,19,9,2
514,142,657731,28,1,1,37,1,0,0,20,1.0,1.0,0.0,,19,1,2
2891,142,657717,28,6,0,37,1,6,0,20,0.0,0.0,0.0,,19,9,2
5004,142,657703,28,3,0,12,1,8,0,20,3.0,3.0,238.0,,13,5,2
7737,142,657697,28,3,1,12,1,8,0,20,2.0,2.0,224.0,,13,3,2
8818,142,657691,28,11,0,12,1,6,0,20,3.0,1.5,273.5,,19,10,2
4339,142,657686,28,14,2,37,1,0,0,20,0.0,0.0,0.0,,19,5,2
6871,142,657676,28,7,0,12,1,6,0,20,9.0,4.5,213.33,,19,10,2
7831,142,657660,28,14,2,37,1,7,20,20,0.0,0.0,0.0,,19,5,2
1490,142,657655,28,6,0,37,1,8,0,20,0.0,0.0,0.0,,19,9,2
502,142,657644,28,11,0,12,1,7,100,20,11.0,11.0,118.8,,19,9,2
6892,142,657643,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,9,2
1539,142,657620,28,1,0,12,1,5,0,20,11.0,5.5,230.9,,19,10,2
6408,142,657611,28,10,2,37,1,7,0,20,,,,,19,17,2
1187,163,657609,28,7,0,12,1,7,20,20,3.0,1.0,0.0,,19,9,2
1993,142,657590,28,10,2,37,1,7,0,20,,,,,19,17,2
2165,142,657586,28,10,2,37,1,7,10,20,0.0,0.0,0.0,,19,5,2
55,176,657572,28,11,1,12,1,7,110,20,6.0,3.0,174.75,,19,5,2
2517,142,657510,28,3,0,12,1,8,0,20,3.0,3.0,476.33,,13,5,2
6072,142,657502,28,3,1,12,1,8,0,20,5.0,2.5,207.67,,2,5,2
2846,142,657500,28,7,0,1,1,8,0,20,5.0,5.0,244.4,,19,5,2
6716,142,657480,28,3,0,12,1,8,0,20,2.0,2.0,1139.0,,13,9,2
1765,142,657477,28,3,1,12,1,7,30,20,4.0,4.0,137.0,,13,5,2
2554,142,657470,28,7,1,12,1,8,0,20,5.0,5.0,97.5,,19,5,2
7527,142,657452,28,6,0,37,1,8,0,20,0.0,0.0,0.0,,19,9,2
3403,142,657436,28,11,0,12,1,8,0,20,4.0,4.0,262.25,,19,3,2
6732,142,657426,28,17,1,12,1,8,0,20,5.0,5.0,85.0,,18,10,2
5550,142,657423,28,11,1,12,1,8,0,20,17.0,3.4,318.17,,19,13,2
3700,142,657421,28,3,1,12,1,6,0,20,8.0,8.0,64.43,,2,9,2
5724,142,657390,28,3,1,12,1,6,0,20,4.0,4.0,36.0,,13,5,2
6945,142,657388,28,7,0,12,1,8,0,20,2.0,1.0,0.0,,19,9,2
7485,142,657386,28,6,0,37,1,8,0,20,0.0,0.0,0.0,,19,9,2
8226,142,657385,28,6,0,37,1,8,0,20,0.0,0.0,0.0,,19,5,2
8250,142,657381,28,11,0,12,1,6,0,20,1.0,1.0,0.0,,19,1,2
7886,142,657379,28,7,1,12,1,7,60,20,4.0,1.33,14.0,,19,5,2
9135,142,657356,28,3,0,12,1,8,0,20,3.0,3.0,297.0,,12,5,2
6655,142,657327,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,9,2
5631,142,657318,28,3,0,12,1,8,0,20,4.0,4.0,82.0,,12,9,2
2814,142,657316,28,1,1,12,1,8,0,20,13.0,13.0,46.92,,19,5,2
747,142,657313,28,1,1,35,1,7,0,20,2.0,2.0,53.0,,19,7,2
3532,142,657311,28,3,0,12,1,8,0,20,10.0,10.0,300.4,,12,15,2
2853,142,657302,28,7,0,12,1,8,0,20,5.0,2.5,456.25,,19,3,2
6772,142,657295,28,1,1,12,1,8,0,20,4.0,4.0,175.33,,19,5,2
4254,142,657267,28,7,1,12,1,8,0,20,4.0,4.0,49.67,,19,10,2
7253,142,657261,28,1,1,12,1,0,0,20,5.0,1.25,283.0,,19,5,2
758,142,657247,8,10,2,37,1,7,0,20,,,,,19,17,2
9192,142,657226,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,9,2
238,142,657225,28,3,1,12,1,7,30,20,4.0,4.0,369.33,,16,10,2
6914,142,657224,28,11,0,12,1,8,0,20,7.0,2.33,162.4,,19,5,2
8240,142,657220,28,3,1,12,1,8,0,20,11.0,11.0,83.27,,12,5,2
2301,142,657186,28,3,1,12,1,8,0,20,5.0,5.0,421.75,,2,5,2
7443,142,657183,28,1,1,12,1,6,0,20,3.0,3.0,101.0,,19,5,2
4417,142,657174,28,3,0,12,1,7,90,20,7.0,1.75,201.25,,13,2,2
2170,142,657148,28,7,0,12,1,7,20,20,3.0,3.0,246.5,,19,9,2
3271,142,657142,28,3,0,12,1,8,0,20,5.0,1.67,399.5,,2,5,2
1699,142,657139,28,3,1,12,1,7,40,20,5.0,2.5,239.75,,2,5,2
6018,142,657138,28,3,0,12,1,8,0,20,7.0,3.5,199.0,,13,5,2
6504,142,657123,28,3,1,12,1,8,0,20,4.0,4.0,194.67,,5,10,2
2532,142,657117,28,11,0,34,1,8,0,20,6.0,3.0,163.25,,19,5,2
5032,142,657101,28,7,1,12,1,8,0,20,6.0,6.0,62.6,,19,13,2
6142,142,657092,28,7,0,12,1,8,0,20,11.0,5.5,176.22,,19,3,2
754,142,657077,28,3,0,12,1,6,0,20,2.0,2.0,321.0,,2,3,2
3159,142,657073,28,3,1,12,1,5,0,20,3.0,3.0,262.0,,13,7,2
5531,142,657045,28,3,0,12,1,7,80,20,10.0,5.0,94.5,,12,9,2
1970,142,657038,28,11,0,12,1,7,80,20,5.0,5.0,96.0,,19,5,2
1514,142,657033,28,3,0,12,1,7,40,20,4.0,4.0,142.33,,13,10,2
8048,142,657032,28,11,1,12,1,7,140,20,6.0,6.0,66.6,,19,5,2
1215,142,657031,28,1,1,12,1,6,0,20,4.0,4.0,51.0,,19,2,2
4851,142,657014,28,7,0,12,1,8,0,20,8.0,8.0,83.57,,19,2,2
1257,142,657010,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,5,2
